InChI,Key,smiles,Formula,Weight,logP(o/w),b_rotN,vol,lip_violation,ASA_P,Natural,ChemicalName
"InChI=1S/C7H8O4/c1-5(8)3-2-4-6(9)7(10)11/h2-4,9H,1H3,(H,10,11)",HVZGWILTESYJSP-UHFFFAOYSA-N,OC(=CC=CC(=O)C)C(O)=O,C15H12N2O,156.13699,0.5350,3,139.13,0,191.06326,1,"(2<I>Z</I>,4<I>E</I>)-2-hydroxy-6-oxo-hepta-2,4-dienoic acid"
"InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)",BKAJNAXTPSGJCU-UHFFFAOYSA-N,OC(=O)C(=O)CC(C)C,C4H4KNO4S,130.14299,0.7510,3,119.00,0,133.89615,1,4-methyl-2-oxo-pentanoic acid
"InChI=1S/C6H8O5/c7-4(6(10)11)2-1-3-5(8)9/h1-3H2,(H,8,9)(H,10,11)",FGSBNBBHOZHUBO-UHFFFAOYSA-N,OC(=O)C(=O)CCCC(O)=O,C7H6O3,160.125,-0.5270,5,128.25,0,225.22502,0,2-oxohexanedioic acid
"InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)",YQUVCSBJEUQKSH-UHFFFAOYSA-N,Oc1cc(ccc1O)C(O)=O,C7H8N4O2,154.121,1.0020,1,129.25,0,183.84682,1,"3,4-dihydroxybenzoic acid"
"InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(25-27(20,21)22)4(24-10)1-23-26(17,18)19/h2-4,6-7,10,16H,1H2,(H2,11,12,13)(H2,17,18,19)(H2,20,21,22)",WHTCPDAXWFLDIH-UHFFFAOYSA-N,P(OC1C(O)C(OC1COP(O)(O)=O)n1c2ncnc(N)c2nc1)(O)(O)=O,C8H10N4O2,427.203,-4.0929,6,283.13,2,444.66718,0,[5-(6-aminopurin-9-yl)-4-hydroxy-2-(phosphonooxymethyl)tetrahydrofuran-3-yl] dihydrogen phosphate
"InChI=1S/C25H40N7O18P3S/c1-13(33)8-16(35)54-7-6-27-15(34)4-5-28-23(38)20(37)25(2,3)10-47-53(44,45)50-52(42,43)46-9-14-19(49-51(39,40)41)18(36)24(48-14)32-12-31-17-21(26)29-11-30-22(17)32/h11-12,14,18- 20,24,36-37H,4-10H2,1-3H3,(H,27,34)(H,28,38)(H,42,43)(H",OJFDKHTZOUZBOS-UHFFFAOYSA-N,S(C(=O)CC(=O)C)CCNC(=O)CCNC(=O)C(O)C(COP(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1OP(O)(O)=O)(O)=O)(O)=O)(C)C,C8H14ClN5,851.61401,-5.3899,24,604.75,3,665.3418,1,"<I>S</I>-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]eth yl] 3-oxobutanethioate"
"InChI=1S/C3H7NO/c4-2-1-3-5/h3H,1-2,4H2",PCXDJQZLDDHMGX-UHFFFAOYSA-N,O=CCCN,C8H8O3,73.095001,-0.7830,2,70.00,0,132.82477,1,3-aminopropanal
"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h3,13-16,20H,4-11H2,1-2H3",FMGSKLZLMKYGDP-UHFFFAOYSA-N,OC1CC2=CCC3C4CCC(=O)C4(CCC3C2(CC1)C)C,C8H9NO2,288.431,2.3630,0,248.00,0,85.379433,0,"3-hydroxy-10,13-dimethyl-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-one"
"InChI=1S/C7H12O5/c1-4(2)7(12,6(10)11)3-5(8)9/h4,12H,3H2,1-2H3,(H,8,9)(H,10,11)",BITYXLXUCSKTJS-UHFFFAOYSA-N,OC(C(C)C)(CC(O)=O)C(O)=O,C9H10O3,176.168,0.1940,4,133.50,0,178.93246,1,2-hydroxy-2-isopropyl-butanedioic acid
"InChI=1S/C3H6ClNO2/c4-1-2(5)3(6)7/h2H,1,5H2,(H,6,7)",ASBJGPTTYPEMLP-UHFFFAOYSA-N,ClCC(N)C(O)=O,C9H8O2,123.53899,-2.8447,2,90.13,0,211.18427,0,2-amino-3-chloro-propanoic acid
"InChI=1S/C6H4N2/c7-4-6-2-1-3-8-5-6/h1-3,5H",GZPHSAQLYPIAIN-UHFFFAOYSA-N,n1cc(ccc1)C#N,C10H11ClO3,104.112,0.3330,1,109.75,0,101.29308,1,pyridine-3-carbonitrile
"InChI=1S/C7H8O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,5-6,9-10H,2H2,(H,11,12)",SLWWJZMPHJJOPH-UHFFFAOYSA-N,OC1C(O)CC(=CC1=O)C(O)=O,C10H11N3O3S,172.136,-1.4980,1,135.25,0,221.78654,1,"4,5-dihydroxy-3-oxo-cyclohexene-1-carboxylic acid"
"InChI=1S/C7H13O10P/c8-3(1-4(9)7(12)13)6(11)5(10)2-17-18(14,15)16/h3,5-6,8,10-11H,1-2H2,(H,12,13)(H2,14,15,16)",PJWIPEXIFFQAQZ-UHFFFAOYSA-N,P(OCC(O)C(O)C(O)CC(=O)C(O)=O)(O)(O)=O,C10H12O3,288.14499,-3.8620,8,191.38,1,305.67776,0,"4,5,6-trihydroxy-2-oxo-7-phosphonooxy-heptanoic acid"
"InChI=1S/C10H13O10P/c1-4(9(12)13)19-6-2-5(10(14)15)3-7(8(6)11)20-21(16,17)18/h3,6-8,11H,1-2H2,(H,12,13)(H,14,15)(H2,16,17,18)",QUTYKIXIUDQOLK-UHFFFAOYSA-N,P(OC1C=C(CC(OC(C(O)=O)=C)C1O)C(O)=O)(O)(O)=O,C12H7Cl3O2,324.17798,-1.6170,6,226.25,0,397.94989,1,5-(1-carboxyvinyloxy)-4-hydroxy-3-phosphonooxy-cyclohexene-1-carboxylic acid
"InChI=1S/C27H44N7O20P3S/c1-26(2,21(40)24(41)30-5-4-15(35)29-6-7-58-17(38)9-27(3,42)8-16(36)37)11-51-57(48,49)54-56(46,47)50-10-14-20(53-55(43,44)45)19(39)25(52-14)34-13-33-18-22(28)31-12-32-23(18)34/h 12-14,19-21,25,39-40,42H,4-11H2,1-3H3,(H,29,35)(H,30,41",CABVTRNMFUVUDM-UHFFFAOYSA-N,S(C(=O)CC(O)(CC(O)=O)C)CCNC(=O)CCNC(=O)C(O)C(COP(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1OP(O)(O)=O)(O)=O)(O)=O)(C)C,C13H10N2O3S,911.66602,-5.6439,26,633.50,3,758.29663,0,"5-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethylsulfa nyl]-3-hydroxy-3-methyl-5-oxo-pentanoic acid"
"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1",PHIQHXFUZVPYII-UHFFFAOYSA-O,OC(CC(O)=O)C[N+](C)(C)C,C13H18O2,162.209,-1.1340,4,140.75,0,176.33742,1,(3-carboxy-2-hydroxy-propyl)-trimethyl-ammonium
"InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)",WJXSWCUQABXPFS-UHFFFAOYSA-N,Oc1cccc(C(O)=O)c1N,C13H9Cl3N2O,153.13699,0.5990,1,130.38,0,173.2885,1,2-amino-3-hydroxy-benzoic acid
"InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)",DBXBTMSZEOQQDU-UHFFFAOYSA-N,OC(=O)C(CO)C,C14H12O3,104.105,-0.4410,2,88.25,0,146.04652,0,3-hydroxy-2-methyl-propanoic acid
"InChI=1S/C25H42N7O18P3S/c1-13(8-33)24(38)54-7-6-27-15(34)4-5-28-22(37)19(36)25(2,3)10-47-53(44,45)50-52(42,43)46-9-14-18(49-51(39,40)41)17(35)23(48-14)32-12-31-16-20(26)29-11-30-21(16)32/h11-14,17-19, 23,33,35-36H,4-10H2,1-3H3,(H,27,34)(H,28,37)(H,42,43)(H",WWEOGFZEFHPUAM-UHFFFAOYSA-N,S(C(=O)C(CO)C)CCNC(=O)CCNC(=O)C(O)C(COP(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1OP(O)(O)=O)(O)=O)(O)=O)(C)C,C15H12N2O,853.63,-5.3949,24,602.25,3,625.73773,1,"<I>S</I>-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]eth yl] 3-hydroxy-2-methyl-propanethioate"
"InChI=1S/C10H12N2O4/c11-6(10(15)16)4-8(14)5-2-1-3-7(13)9(5)12/h1-3,6,13H,4,11-12H2,(H,15,16)",VCKPUUFAIGNJHC-UHFFFAOYSA-N,Oc1cccc(C(=O)CC(N)C(O)=O)c1N,C4H4KNO4S,224.21599,-2.9517,4,189.50,1,252.64989,0,2-amino-4-(2-amino-3-hydroxy-phenyl)-4-oxo-butanoic acid
"InChI=1S/C27H44N7O20P3S/c1-27(2,22(41)25(42)30-6-5-16(36)29-7-8-58-18(39)9-14(35)3-4-17(37)38)11-51-57(48,49)54-56(46,47)50-10-15-21(53-55(43,44)45)20(40)26(52-15)34-13-33-19-23(28)31-12-32-24(19)34/h 12-15,20-22,26,35,40-41H,3-11H2,1-2H3,(H,29,36)(H,30,42",OTEACGAEDCIMBS-UHFFFAOYSA-N,S(C(=O)CC(O)CCC(O)=O)CCNC(=O)CCNC(=O)C(O)C(COP(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1OP(O)(O)=O)(O)=O)(O)=O)(C)C,C7H6O3,911.66602,-5.6089,27,640.00,3,798.06964,1,"6-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethylsulfa nyl]-4-hydroxy-6-oxo-hexanoic acid"
"InChI=1S/C9H10O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-3,6,10H,4-5H2,(H,11,12)",QVWAEZJXDYOKEH-UHFFFAOYSA-N,Oc1cc(ccc1)CCC(O)=O,C7H8N4O2,166.17599,1.4880,3,155.13,0,148.44679,1,3-(3-hydroxyphenyl)propanoic acid
"InChI=1S/C20H24N2O3/c1-3-20(24)12-22-9-7-13(20)10-18(22)19(23)15-6-8-21-17-5-4-14(25-2)11-16(15)17/h3-6,8,11,13,18-19,23-24H,1,7,9-10,12H2,2H3",BSRUJCFCZKMFMB-UHFFFAOYSA-N,O(C)c1cc2c(nccc2C(O)C2N3CC(O)(C(C2)CC3)C=C)cc1,C8H10N4O2,340.423,2.3180,4,284.13,0,172.96658,0,6-[hydroxy-(6-methoxy-4-quinolyl)methyl]-3-vinyl-quinuclidin-3-ol
"InChI=1S/C6H8O5/c7-4(3-6(10)11)1-2-5(8)9/h1-3H2,(H,8,9)(H,10,11)",RTGHRDFWYQHVFW-UHFFFAOYSA-N,OC(=O)CC(=O)CCC(O)=O,C8H14ClN5,160.125,-0.8810,5,129.25,0,224.28339,1,3-oxohexanedioic acid
"InChI=1S/C27H42N7O20P3S/c1-27(2,22(41)25(42)30-6-5-16(36)29-7-8-58-18(39)9-14(35)3-4-17(37)38)11-51-57(48,49)54-56(46,47)50-10-15-21(53-55(43,44)45)20(40)26(52-15)34-13-33-19-23(28)31-12-32-24(19)34/h 12-13,15,20-22,26,40-41H,3-11H2,1-2H3,(H,29,36)(H,30,42",VKKKAAPGXHWXOO-UHFFFAOYSA-N,S(C(=O)CC(=O)CCC(O)=O)CCNC(=O)CCNC(=O)C(O)C(COP(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1OP(O)(O)=O)(O)=O)(O)=O)(C)C,C8H8O3,909.64996,-5.8349,27,644.00,3,782.84033,0,"6-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethylsulfa nyl]-4,6-dioxo-hexanoic acid"
"InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,5,7-9,11H,1H2,(H,12,13)",WTAHRPBPWHCMHW-UHFFFAOYSA-N,OC(C(O)CO)C(=O)C(O)C(O)=O,C8H9NO2,194.13899,-3.0630,5,141.13,0,268.5386,1,"2,4,5,6-tetrahydroxy-3-oxo-hexanoic acid"
"InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)",WDJHALXBUFZDSR-UHFFFAOYSA-N,OC(=O)CC(=O)C,C9H10O3,102.089,-0.4360,2,88.50,0,140.79701,1,3-oxobutanoic acid
"InChI=1S/C12H20O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-5,7-15,17-20H,1-2H2",HKKHTABTHSUDBP-UHFFFAOYSA-N,O1C(CO)C(O)C(=O)C(O)C1OC1C(O)C(O)C(OC1CO)O,C9H8O2,340.28101,-4.7200,4,242.38,2,305.25259,0,"3,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)tetrahydropyran-3-yl]oxy-tetrahydropyran-4-one"
"InChI=1S/C3H4O3S/c4-2(1-7)3(5)6/h7H,1H2,(H,5,6)",OJOLFAIGOXZBCI-UHFFFAOYSA-N,SCC(=O)C(O)=O,C10H11ClO3,120.128,-0.1990,2,88.50,0,209.49486,1,2-oxo-3-sulfanyl-propanoic acid
"InChI=1S/C26H42N7O17P3S/c1-14(2)9-17(35)54-8-7-28-16(34)5-6-29-24(38)21(37)26(3,4)11-47-53(44,45)50-52(42,43)46-10-15-20(49-51(39,40)41)19(36)25(48-15)33-13-32-18-22(27)30-12-31-23(18)33/h9,12-13,15,1 9-21,25,36-37H,5-8,10-11H2,1-4H3,(H,28,34)(H,29,38)(H,4",BXIPALATIYNHJN-UHFFFAOYSA-N,S(C(=O)C=C(C)C)CCNC(=O)CCNC(=O)C(O)C(COP(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1OP(O)(O)=O)(O)=O)(O)=O)(C)C,C10H11N3O3S,849.64197,-4.3449,23,613.63,3,586.52502,0,"<I>S</I>-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]eth yl] 3-methylbut-2-enethioate"
"InChI=1S/C47H70O3/c1-36(2)17-10-18-37(3)19-11-20-38(4)21-12-22-39(5)23-13-24-40(6)25-14-26-41(7)27-15-28-42(8)29-16-30-43(9)31-32-44-35-45(47(49)50)33-34-46(44)48/h17,19,21,23,25,27,29,31,33-35,48H,10 -16,18,20,22,24,26,28,30,32H2,1-9H3,(H,49,50)",UTIBHEBNILDQKX-UHFFFAOYSA-N,Oc1ccc(cc1CC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C)C)C)C)C)C(O)=O,C10H12O3,683.07397,8.4320,24,728.13,2,213.20334,1,"4-hydroxy-3-[(2<I>E</I>,6<I>Z</I>,10<I>Z</I>,14<I>E</I>,18<I>Z</I>,22<I>Z</I>,26<I>E</I>)-3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl]benzoic acid"
"InChI=1S/C7H8O2/c8-5-6-2-1-3-7(9)4-6/h1-4,8-9H,5H2",OKVJCVWFVRATSG-UHFFFAOYSA-N,Oc1cc(ccc1)CO,C12H7Cl3O2,124.139,1.1130,1,119.00,0,109.40988,1,3-(hydroxymethyl)phenol
"InChI=1S/C45H72N7O20P3S/c1-23(26-7-8-27-34-28(18-31(55)45(26,27)5)44(4)12-10-25(53)16-24(44)17-29(34)54)6-9-33(57)76-15-14-47-32(56)11-13-48-41(60)38(59)43(2,3)20-69-75(66,67)72-74(64,65)68-19-30-37(7 1-73(61,62)63)36(58)42(70-30)52-22-51-35-39(46)49-21-50",DABYNUYNLLSQQV-UHFFFAOYSA-N,S(C(=O)CCC(C)C1CCC2C3C(CC(O)C12C)C1(C(CC3O)CC(=O)CC1)C)CCNC(=O)CCNC(=O)C(O)C(COP(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1OP(O)(O)=O)(O)=O)(O)=O)(C)C,C13H10N2O3S,1156.088,-1.6349,26,839.00,3,647.34949,0,"<I>S</I>-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]eth yl] 4-(7,12-dihydroxy-10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)pentanethioate"
"InChI=1S/C6H6O4/c7-5(8)3-4-1-2-6(9)10-4/h1H,2-3H2,(H,7,8)",ZPEHSARSWGDCEX-UHFFFAOYSA-N,O1C(=CCC1=O)CC(O)=O,C13H18O2,142.11,0.1490,2,119.38,0,187.71098,1,2-(2-oxo-3<I>H</I>-furan-5-yl)acetic acid
"InChI=1S/C3H5O7P/c4-2(3(5)6)1-10-11(7,8)9/h1H2,(H,5,6)(H2,7,8,9)",LFLUCDOSQPJJBE-UHFFFAOYSA-N,P(OCC(=O)C(O)=O)(O)(O)=O,C13H9Cl3N2O,184.03999,-2.2310,4,114.88,0,301.82709,0,2-oxo-3-phosphonooxy-propanoic acid
"InChI=1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)",BZQFBWGGLXLEPQ-UHFFFAOYSA-N,P(OCC(N)C(O)=O)(O)(O)=O,C14H12O3,185.07199,-4.9797,4,117.38,0,300.96268,1,2-amino-3-phosphonooxy-propanoic acid
"InChI=1S/C7H7NO2/c9-7(10)4-6-2-1-3-8-5-6/h1-3,5H,4H2,(H,9,10)",WGNUNYPERJMVRM-UHFFFAOYSA-N,OC(=O)Cc1cccnc1,C15H12N2O,137.138,0.4380,2,129.25,0,121.68697,1,2-(3-pyridyl)acetic acid
"InChI=1S/C3H7NO4S/c4-2(3(5)6)1-9(7)8/h2H,1,4H2,(H,5,6)(H,7,8)",ADVPTQAUNPRNPO-UHFFFAOYSA-N,S(O)(=O)CC(N)C(O)=O,C4H4KNO4S,153.158,-5.1327,3,102.38,0,258.358,0,2-amino-3-sulfino-propanoic acid
"InChI=1S/C3H4O5S/c4-2(3(5)6)1-9(7)8/h1H2,(H,5,6)(H,7,8)",JXYLQEMXCAAMOL-UHFFFAOYSA-N,S(O)(=O)CC(=O)C(O)=O,C7H6O3,152.12599,-2.3840,3,100.13,0,259.953,1,2-oxo-3-sulfino-propanoic acid
"InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)",JSJWCHRYRHKBBW-UHFFFAOYSA-N,OC(=O)CCNC(=O)N,C7H8N4O2,132.119,-1.5760,4,107.88,0,224.51309,0,3-ureidopropanoic acid
"InChI=1S/C4H7O8P/c5-2(3(6)4(7)8)1-12-13(9,10)11/h2,5H,1H2,(H,7,8)(H2,9,10,11)/p-1",MZJFVXDTNBHTKZ-UHFFFAOYSA-M,P(OCC(O)C(=O)C(=O)[O-])(O)(O)=O,C8H10N4O2,213.058,-2.6830,5,133.50,0,316.11435,1,3-hydroxy-2-oxo-4-phosphonooxy-butanoate
"InChI=1S/C4H7O8P/c5-2(3(6)4(7)8)1-12-13(9,10)11/h2,5H,1H2,(H,7,8)(H2,9,10,11)",MZJFVXDTNBHTKZ-UHFFFAOYSA-N,P(OCC(O)C(=O)C(O)=O)(O)(O)=O,C8H14ClN5,214.06599,-2.8040,5,133.50,0,289.44183,1,3-hydroxy-2-oxo-4-phosphonooxy-butanoic acid
"InChI=1S/C9H11NO2/c11-9(12)5-1-3-8-4-2-6-10-7-8/h2,4,6-7H,1,3,5H2,(H,11,12)",MFYZACBRKCFXDV-UHFFFAOYSA-N,OC(=O)CCCc1cccnc1,C8H8O3,165.192,0.9680,4,158.38,0,110.08677,0,4-(3-pyridyl)butanoic acid
"InChI=1S/C10H11NO5/c1-5(9(12)13)16-8-4-6(10(14)15)2-3-7(8)11/h2-4,7-8H,1,11H2,(H,12,13)(H,14,15)",OIUJHGOLFKDBSU-UHFFFAOYSA-N,O(C(C(O)=O)=C)C1C=C(C=CC1N)C(O)=O,C8H9NO2,225.2,0.1770,4,191.38,0,301.48828,1,"4-amino-3-(1-carboxyvinyloxy)cyclohexa-1,5-diene-1-carboxylic acid"
"InChI=1S/C4H5N3O2/c5-3-2(4(8)9)6-1-7-3/h1H,5H2,(H,6,7)(H,8,9)",PWCLNQLPYQVWAB-UHFFFAOYSA-N,OC(=O)c1nc[nH]c1N,C9H10O3,127.103,-1.1540,1,102.50,0,196.43422,0,5-amino-1<I>H</I>-imidazole-4-carboxylic acid
"InChI=1S/C4H9NO/c5-3-1-2-4-6/h4H,1-3,5H2",DZQLQEYLEYWJIB-UHFFFAOYSA-N,O=CCCCN,C9H8O2,87.122002,-0.3410,3,85.00,0,139.16547,1,4-aminobutanal
"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",BTCSSZJGUNDROE-UHFFFAOYSA-N,OC(=O)CCCN,C10H11ClO3,103.12099,-0.5910,3,90.38,0,161.00621,1,4-aminobutanoic acid
"InChI=1S/C6H4O4/c7-5(8)3-4-1-2-6(9)10-4/h1-3H,(H,7,8)",AYFXPGXAZMFWNH-UHFFFAOYSA-N,O1\C(\C=CC1=O)=C\C(O)=O,C10H11N3O3S,140.09399,0.6170,1,119.38,0,171.73389,0,(2<I>E</I>)-2-(5-oxo-2-furylidene)acetic acid
"InChI=1S/C14H25N3O14P2/c1-14(23,6-18)8(19)5-29-33(26,27)31-32(24,25)28-4-7-10(20)11(21)12(30-7)17-3-2-9(15)16-13(17)22/h2-3,7-8,10-12,18-21,23H,4-6H2,1H3,(H,24,25)(H,26,27)(H2,15,16,22)",YFAUKWZNPVBCFF-UHFFFAOYSA-N,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OCC(O)C(O)(CO)C)(O)=O)(O)=O,C10H12O3,521.30902,-5.2880,11,352.63,3,460.7243,1,"[[5-(4-amino-2-oxo-pyrimidin-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl] (2,3,4-trihydroxy-3-methyl-butyl) hydrogen phosphate"
"InChI=1S/C8H8O6/c9-5(1-2-7(11)12)3-6(10)4-8(13)14/h1-2H,3-4H2,(H,11,12)(H,13,14)",GACSIVHAIFQKTC-UHFFFAOYSA-N,OC(=O)CC(=O)CC(=O)C=CC(O)=O,C12H7Cl3O2,200.146,-0.7700,6,164.75,0,230.87802,0,"(<I>E</I>)-4,6-dioxooct-2-enedioic acid"
"InChI=1S/C5H12N4O/c6-4(10)2-1-3-9-5(7)8/h1-3H2,(H2,6,10)(H4,7,8,9)",YHVFECVVGNXFKO-UHFFFAOYSA-N,O=C(N)CCCNC(N)=N,C13H10N2O3S,144.17799,-1.0910,5,126.88,1,232.61644,1,4-guanidinobutanamide
"InChI=1S/C5H8O4/c1-3(6)2-4(7)5(8)9/h3,6H,2H2,1H3,(H,8,9)",HFKQINMYQUXOCH-UHFFFAOYSA-N,OC(CC(=O)C(O)=O)C,C13H18O2,132.11499,-0.7940,3,109.63,0,171.64217,1,4-hydroxy-2-oxo-pentanoic acid
"InChI=1S/C7H8O2/c8-5-6-1-3-7(9)4-2-6/h1-4,8-9H,5H2",BVJSUAQZOZWCKN-UHFFFAOYSA-N,Oc1ccc(cc1)CO,C13H9Cl3N2O,124.139,1.0760,1,118.38,0,109.12956,0,4-(hydroxymethyl)phenol
"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H",RGHHSNMVTDWUBI-UHFFFAOYSA-N,Oc1ccc(cc1)C=O,C14H12O3,122.12299,1.5250,1,118.38,0,110.56713,1,4-hydroxybenzaldehyde
"InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)",XQXPVVBIMDBYFF-UHFFFAOYSA-N,Oc1ccc(cc1)CC(O)=O,C15H12N2O,152.149,1.3630,2,138.25,0,149.49342,0,2-(4-hydroxyphenyl)acetic acid
"InChI=1S/C6H8N2O3/c9-5(10)2-1-4-6(11)8-3-7-4/h3-4H,1-2H2,(H,9,10)(H,7,8,11)",HEXMLHKQVUFYME-UHFFFAOYSA-N,O=C1N=CNC1CCC(O)=O,C4H4KNO4S,156.14099,-0.1870,3,132.00,0,225.67137,1,"3-(4-oxo-1,5-dihydroimidazol-5-yl)propanoic acid"
"InChI=1S/C6H12O/c1-6(2)4-3-5-7/h5-6H,3-4H2,1-2H3",JGEGJYXHCFUMJF-UHFFFAOYSA-N,O=CCCC(C)C,C7H6O3,100.161,1.8880,3,108.25,0,60.393944,1,4-methylpentanal
"InChI=1S/C7H8O8/c8-3(5(11)12)1-7(15,6(13)14)2-4(9)10/h15H,1-2H2,(H,9,10)(H,11,12)(H,13,14)",RQMCNDRMPZBEOD-UHFFFAOYSA-N,OC(CC(=O)C(O)=O)(CC(O)=O)C(O)=O,C7H8N4O2,220.133,-1.9710,6,154.13,0,309.19998,0,"2-hydroxy-4-oxo-butane-1,2,4-tricarboxylic acid"
"InChI=1S/C9H18NO8P/c1-9(2,5-18-19(15,16)17)7(13)8(14)10-4-3-6(11)12/h7,13H,3-5H2,1-2H3,(H,10,14)(H,11,12)(H2,15,16,17)",XHFVGHPGDLDEQO-UHFFFAOYSA-N,P(OCC(C(O)C(=O)NCCC(O)=O)(C)C)(O)(O)=O,C8H10N4O2,299.216,-1.9450,9,212.38,0,305.27054,1,"3-[(2-hydroxy-3,3-dimethyl-4-phosphonooxy-butanoyl)amino]propanoic acid"
"InChI=1S/C12H23N2O9PS/c1-12(2,6-23-24(20,21)22)9(16)10(17)13-4-3-8(15)14-7(5-25)11(18)19/h7,9,16,25H,3-6H2,1-2H3,(H,13,17)(H,14,15)(H,18,19)(H2,20,21,22)",XQYALQVLCNHCFT-UHFFFAOYSA-N,SCC(NC(=O)CCNC(=O)C(O)C(COP(O)(O)=O)(C)C)C(O)=O,C8H14ClN5,402.36099,-2.2460,13,289.25,2,432.03143,0,"2-[3-[(2-hydroxy-3,3-dimethyl-4-phosphonooxy-butanoyl)amino]propanoylamino]-3-sulfanyl-propanoic acid"
